#WAVENUMBER	 TRANSMITTANCE
#cm^(-1)	 %
#DECIMALSYMBOL	 .
892.9762	 0.0229
893.4584	 0.0155
893.9405	 0.0416
894.4227	 0.0567
894.9049	 0.0378
895.3871	 0.0253
895.8692	 0.0213
896.3514	 0.0234
896.8336	 0.0279
897.3157	 0.0317
897.7979	 0.0464
898.2801	 0.0590
898.7622	 0.0641
899.2444	 0.0522
899.7266	 0.0368
900.2087	 0.0386
900.6909	 0.0285
901.1731	 0.0238
901.6552	 0.0328
902.1374	 0.0434
902.6196	 0.0649
903.1017	 0.0712
903.5839	 0.0743
904.0661	 0.0898
904.5483	 0.0982
905.0304	 0.0882
905.5126	 0.0752
905.9948	 0.0764
906.4769	 0.0757
906.9591	 0.0775
907.4413	 0.0783
907.9234	 0.0829
908.4056	 0.1158
908.8878	 0.1404
909.3699	 0.1410
909.8521	 0.1331
910.3343	 0.1107
910.8164	 0.0823
911.2986	 0.0684
911.7808	 0.0942
912.2630	 0.1241
912.7451	 0.1326
913.2273	 0.1536
913.7095	 0.1559
914.1916	 0.1327
914.6738	 0.1275
915.1560	 0.1312
915.6381	 0.1447
916.1203	 0.1758
916.6025	 0.1972
917.0846	 0.1940
917.5668	 0.1807
918.0490	 0.1681
918.5311	 0.1752
919.0133	 0.1974
919.4955	 0.1913
919.9776	 0.1814
920.4598	 0.2042
920.9420	 0.2385
921.4242	 0.2483
921.9063	 0.2386
922.3885	 0.2590
922.8707	 0.2750
923.3528	 0.2314
923.8350	 0.2081
924.3172	 0.2340
924.7993	 0.2443
925.2815	 0.2646
925.7637	 0.2948
926.2458	 0.3054
926.7280	 0.3209
927.2102	 0.3342
927.6923	 0.3274
928.1745	 0.3019
928.6567	 0.3251
929.1389	 0.4049
929.6210	 0.4171
930.1032	 0.3810
930.5854	 0.3894
931.0675	 0.4301
931.5497	 0.4414
932.0319	 0.4317
932.5140	 0.4361
932.9962	 0.4363
933.4784	 0.4373
933.9605	 0.4305
934.4427	 0.4409
934.9249	 0.4885
935.4070	 0.5321
935.8892	 0.5408
936.3714	 0.5370
936.8535	 0.5727
937.3357	 0.6176
937.8179	 0.6084
938.3001	 0.6021
938.7822	 0.6365
939.2644	 0.6382
939.7466	 0.6136
940.2287	 0.6332
940.7109	 0.6968
941.1931	 0.7416
941.6752	 0.7423
942.1574	 0.7287
942.6396	 0.7437
943.1217	 0.7721
943.6039	 0.7724
944.0861	 0.8017
944.5682	 0.8637
945.0504	 0.9054
945.5326	 0.9198
946.0148	 0.9125
946.4969	 0.9287
946.9791	 0.9605
947.4613	 0.9742
947.9434	 0.9962
948.4256	 1.0307
948.9078	 1.0578
949.3899	 1.0897
949.8721	 1.1144
950.3543	 1.1344
950.8364	 1.1856
951.3186	 1.2232
951.8008	 1.2281
952.2829	 1.2437
952.7651	 1.2694
953.2473	 1.3127
953.7294	 1.3462
954.2116	 1.3461
954.6938	 1.3802
955.1760	 1.4557
955.6581	 1.5029
956.1403	 1.5189
956.6225	 1.5353
957.1046	 1.5500
957.5868	 1.5705
958.0690	 1.6288
958.5511	 1.6900
959.0333	 1.7208
959.5155	 1.7587
959.9976	 1.7940
960.4798	 1.8212
960.9620	 1.8683
961.4441	 1.9235
961.9263	 1.9673
962.4085	 1.9940
962.8907	 2.0175
963.3728	 2.0766
963.8550	 2.1191
964.3372	 2.1343
964.8193	 2.1788
965.3015	 2.2173
965.7837	 2.2614
966.2658	 2.3133
966.7480	 2.3598
967.2302	 2.4087
967.7123	 2.4520
968.1945	 2.5081
968.6767	 2.5725
969.1588	 2.6312
969.6410	 2.6535
970.1232	 2.6761
970.6053	 2.7560
971.0875	 2.8164
971.5697	 2.8375
972.0519	 2.8794
972.5340	 2.9530
973.0162	 3.0294
973.4984	 3.0788
973.9805	 3.1278
974.4627	 3.1932
974.9449	 3.2504
975.4270	 3.3039
975.9092	 3.3698
976.3914	 3.4206
976.8735	 3.4562
977.3557	 3.5122
977.8379	 3.5835
978.3200	 3.6505
978.8022	 3.7126
979.2844	 3.7928
979.7666	 3.8666
980.2487	 3.9218
980.7309	 3.9891
981.2131	 4.0421
981.6952	 4.0933
982.1774	 4.1797
982.6596	 4.2669
983.1417	 4.3262
983.6239	 4.3942
984.1061	 4.4813
984.5882	 4.5495
985.0704	 4.5990
985.5526	 4.6496
986.0347	 4.7003
986.5169	 4.7529
986.9991	 4.8352
987.4813	 4.9291
987.9634	 5.0105
988.4456	 5.0995
988.9278	 5.1909
989.4099	 5.2719
989.8921	 5.3387
990.3743	 5.4118
990.8564	 5.5052
991.3386	 5.5764
991.8208	 5.6363
992.3029	 5.7158
992.7851	 5.7950
993.2673	 5.8733
993.7494	 5.9627
994.2316	 6.0626
994.7138	 6.1481
995.1959	 6.2162
995.6781	 6.3098
996.1603	 6.4113
996.6425	 6.5009
997.1246	 6.6162
997.6068	 6.7132
998.0890	 6.7687
998.5711	 6.8449
999.0533	 6.9449
999.5355	 7.0508
1000.0176	 7.1540
1000.4998	 7.2291
1000.9820	 7.3050
1001.4641	 7.4168
1001.9463	 7.5252
1002.4285	 7.6250
1002.9106	 7.7236
1003.3928	 7.8074
1003.8750	 7.9150
1004.3572	 8.0381
1004.8393	 8.1300
1005.3215	 8.2001
1005.8037	 8.2745
1006.2858	 8.3804
1006.7680	 8.5115
1007.2502	 8.6181
1007.7323	 8.7084
1008.2145	 8.8320
1008.6967	 8.9522
1009.1788	 9.0208
1009.6610	 9.1166
1010.1432	 9.2548
1010.6253	 9.3583
1011.1075	 9.4434
1011.5897	 9.5478
1012.0718	 9.6652
1012.5540	 9.7708
1013.0362	 9.8749
1013.5184	 10.0022
1014.0005	 10.1360
1014.4827	 10.2612
1014.9649	 10.3725
1015.4470	 10.4800
1015.9292	 10.5998
1016.4114	 10.7212
1016.8935	 10.8167
1017.3757	 10.9058
1017.8579	 11.0300
1018.3400	 11.1767
1018.8222	 11.3140
1019.3044	 11.4326
1019.7865	 11.5574
1020.2687	 11.6925
1020.7509	 11.8359
1021.2331	 11.9577
1021.7152	 12.0367
1022.1974	 12.1456
1022.6796	 12.2825
1023.1617	 12.3964
1023.6439	 12.5159
1024.1261	 12.6586
1024.6082	 12.7862
1025.0904	 12.9061
1025.5726	 13.0540
1026.0547	 13.1940
1026.5369	 13.3249
1027.0191	 13.4663
1027.5012	 13.5978
1027.9834	 13.7265
1028.4656	 13.8456
1028.9477	 13.9586
1029.4299	 14.0865
1029.9121	 14.2384
1030.3943	 14.3923
1030.8764	 14.5216
1031.3586	 14.6492
1031.8408	 14.7844
1032.3229	 14.9193
1032.8051	 15.0479
1033.2873	 15.1891
1033.7694	 15.3433
1034.2516	 15.4565
1034.7338	 15.5699
1035.2159	 15.7418
1035.6981	 15.9088
1036.1803	 16.0590
1036.6624	 16.2154
1037.1446	 16.3441
1037.6268	 16.4569
1038.1090	 16.5886
1038.5911	 16.7193
1039.0733	 16.8444
1039.5555	 16.9881
1040.0376	 17.1425
1040.5198	 17.3118
1041.0020	 17.5053
1041.4841	 17.6799
1041.9663	 17.8080
1042.4485	 17.9314
1042.9306	 18.0563
1043.4128	 18.1690
1043.8950	 18.3138
1044.3771	 18.4723
1044.8593	 18.6208
1045.3415	 18.8099
1045.8236	 19.0117
1046.3058	 19.1758
1046.7880	 19.2931
1047.2702	 19.3932
1047.7523	 19.5391
1048.2345	 19.7141
1048.7167	 19.8770
1049.1988	 20.0248
1049.6810	 20.1549
1050.1632	 20.3100
1050.6453	 20.4903
1051.1275	 20.6538
1051.6097	 20.7914
1052.0918	 20.8950
1052.5740	 21.0332
1053.0562	 21.2256
1053.5383	 21.4196
1054.0205	 21.6024
1054.5027	 21.7395
1054.9849	 21.8758
1055.4670	 22.0673
1055.9492	 22.2620
1056.4314	 22.4417
1056.9135	 22.5953
1057.3957	 22.7231
1057.8779	 22.8755
1058.3600	 23.0463
1058.8422	 23.1827
1059.3244	 23.3196
1059.8065	 23.5043
1060.2887	 23.6938
1060.7709	 23.8658
1061.2530	 24.0154
1061.7352	 24.1499
1062.2174	 24.3188
1062.6995	 24.5197
1063.1817	 24.6731
1063.6639	 24.7888
1064.1461	 24.9223
1064.6282	 25.0745
1065.1104	 25.2604
1065.5926	 25.4597
1066.0747	 25.6299
1066.5569	 25.7726
1067.0391	 25.9234
1067.5212	 26.1000
1068.0034	 26.2755
1068.4856	 26.4573
1068.9677	 26.6469
1069.4499	 26.8089
1069.9321	 26.9429
1070.4142	 27.0781
1070.8964	 27.2310
1071.3786	 27.3812
1071.8608	 27.5438
1072.3429	 27.7391
1072.8251	 27.9284
1073.3073	 28.0861
1073.7894	 28.2336
1074.2716	 28.4026
1074.7538	 28.5916
1075.2359	 28.7567
1075.7181	 28.9134
1076.2003	 29.0759
1076.6824	 29.2193
1077.1646	 29.3934
1077.6468	 29.5832
1078.1289	 29.7506
1078.6111	 29.9201
1079.0933	 30.0757
1079.5754	 30.2387
1080.0576	 30.4315
1080.5398	 30.6126
1081.0220	 30.7604
1081.5041	 30.8965
1081.9863	 31.0434
1082.4685	 31.2035
1082.9506	 31.3803
1083.4328	 31.5552
1083.9150	 31.6884
1084.3971	 31.8215
1084.8793	 32.0113
1085.3615	 32.2168
1085.8436	 32.3906
1086.3258	 32.5435
1086.8080	 32.7035
1087.2901	 32.8719
1087.7723	 33.0285
1088.2545	 33.1695
1088.7367	 33.3361
1089.2188	 33.5282
1089.7010	 33.6895
1090.1832	 33.8443
1090.6653	 34.0318
1091.1475	 34.2077
1091.6297	 34.3586
1092.1118	 34.5181
1092.5940	 34.6710
1093.0762	 34.8110
1093.5583	 34.9835
1094.0405	 35.1596
1094.5227	 35.3082
1095.0048	 35.4659
1095.4870	 35.6360
1095.9692	 35.8226
1096.4513	 35.9904
1096.9335	 36.1137
1097.4157	 36.2635
1097.8979	 36.4579
1098.3800	 36.6562
1098.8622	 36.8253
1099.3444	 36.9812
1099.8265	 37.1479
1100.3087	 37.3060
1100.7909	 37.4700
1101.2730	 37.6389
1101.7552	 37.8070
1102.2374	 37.9713
1102.7195	 38.1336
1103.2017	 38.3074
1103.6839	 38.4810
1104.1660	 38.6536
1104.6482	 38.8127
1105.1304	 38.9591
1105.6126	 39.0999
1106.0947	 39.2625
1106.5769	 39.4811
1107.0591	 39.6799
1107.5412	 39.8176
1108.0234	 39.9532
1108.5056	 40.1008
1108.9877	 40.2561
1109.4699	 40.4316
1109.9521	 40.6246
1110.4342	 40.8054
1110.9164	 40.9514
1111.3986	 41.0960
1111.8807	 41.2699
1112.3629	 41.4419
1112.8451	 41.6021
1113.3272	 41.7704
1113.8094	 41.9231
1114.2916	 42.0556
1114.7738	 42.2163
1115.2559	 42.3999
1115.7381	 42.5613
1116.2203	 42.7165
1116.7024	 42.8721
1117.1846	 43.0300
1117.6668	 43.1982
1118.1489	 43.3570
1118.6311	 43.5167
1119.1133	 43.6650
1119.5954	 43.7900
1120.0776	 43.9274
1120.5598	 44.0925
1121.0419	 44.2573
1121.5241	 44.4149
1122.0063	 44.5780
1122.4885	 44.7150
1122.9706	 44.8594
1123.4528	 45.0358
1123.9350	 45.1811
1124.4171	 45.3271
1124.8993	 45.5073
1125.3815	 45.6730
1125.8636	 45.8260
1126.3458	 45.9630
1126.8280	 46.0951
1127.3101	 46.2589
1127.7923	 46.4383
1128.2745	 46.6010
1128.7566	 46.7363
1129.2388	 46.8939
1129.7210	 47.0564
1130.2031	 47.1846
1130.6853	 47.3469
1131.1675	 47.5424
1131.6497	 47.6926
1132.1318	 47.8072
1132.6140	 47.9482
1133.0962	 48.1342
1133.5783	 48.3419
1134.0605	 48.5280
1134.5427	 48.6922
1135.0248	 48.8587
1135.5070	 49.0155
1135.9892	 49.1530
1136.4713	 49.2813
1136.9535	 49.4020
1137.4357	 49.5560
1137.9178	 49.7551
1138.4000	 49.9133
1138.8822	 50.0423
1139.3644	 50.2019
1139.8465	 50.3656
1140.3287	 50.5172
1140.8109	 50.6775
1141.2930	 50.8233
1141.7752	 50.9585
1142.2574	 51.0962
1142.7395	 51.2093
1143.2217	 51.3622
1143.7039	 51.5603
1144.1860	 51.7106
1144.6682	 51.8290
1145.1504	 51.9672
1145.6325	 52.1161
1146.1147	 52.2548
1146.5969	 52.3925
1147.0790	 52.5351
1147.5612	 52.6604
1148.0434	 52.7918
1148.5256	 52.9484
1149.0077	 53.0868
1149.4899	 53.2057
1149.9721	 53.3345
1150.4542	 53.4947
1150.9364	 53.6683
1151.4186	 53.7821
1151.9007	 53.8732
1152.3829	 54.0220
1152.8651	 54.1897
1153.3472	 54.3395
1153.8294	 54.4842
1154.3116	 54.6048
1154.7937	 54.7142
1155.2759	 54.8608
1155.7581	 55.0216
1156.2403	 55.1356
1156.7224	 55.2222
1157.2046	 55.3508
1157.6868	 55.4915
1158.1689	 55.6291
1158.6511	 55.8010
1159.1333	 55.9420
1159.6154	 56.0402
1160.0976	 56.1663
1160.5798	 56.2953
1161.0619	 56.4132
1161.5441	 56.5652
1162.0263	 56.7167
1162.5084	 56.8264
1162.9906	 56.9530
1163.4728	 57.0969
1163.9549	 57.2019
1164.4371	 57.3153
1164.9193	 57.4597
1165.4015	 57.5744
1165.8836	 57.6703
1166.3658	 57.8029
1166.8480	 57.9501
1167.3301	 58.0844
1167.8123	 58.2011
1168.2945	 58.3080
1168.7766	 58.4436
1169.2588	 58.5774
1169.7410	 58.6890
1170.2231	 58.8096
1170.7053	 58.9401
1171.1875	 59.0591
1171.6696	 59.1587
1172.1518	 59.2683
1172.6340	 59.3835
1173.1162	 59.4971
1173.5983	 59.6183
1174.0805	 59.7253
1174.5627	 59.8361
1175.0448	 59.9729
1175.5270	 60.1058
1176.0092	 60.2186
1176.4913	 60.3205
1176.9735	 60.4217
1177.4557	 60.5232
1177.9378	 60.6363
1178.4200	 60.7775
1178.9022	 60.9094
1179.3843	 61.0180
1179.8665	 61.1273
1180.3487	 61.2503
1180.8309	 61.3864
1181.3130	 61.5024
1181.7952	 61.6115
1182.2774	 61.7080
1182.7595	 61.7900
1183.2417	 61.9047
1183.7239	 62.0275
1184.2060	 62.1405
1184.6882	 62.2631
1185.1704	 62.3838
1185.6525	 62.4786
1186.1347	 62.5733
1186.6169	 62.6963
1187.0990	 62.8271
1187.5812	 62.9566
1188.0634	 63.0652
1188.5455	 63.1525
1189.0277	 63.2409
1189.5099	 63.3336
1189.9921	 63.4635
1190.4742	 63.5991
1190.9564	 63.6903
1191.4386	 63.7834
1191.9207	 63.8798
1192.4029	 63.9705
1192.8851	 64.0930
1193.3672	 64.2201
1193.8494	 64.3086
1194.3316	 64.3959
1194.8137	 64.5117
1195.2959	 64.6180
1195.7781	 64.7027
1196.2602	 64.7976
1196.7424	 64.9183
1197.2246	 65.0278
1197.7068	 65.1118
1198.1889	 65.1993
1198.6711	 65.3101
1199.1533	 65.4416
1199.6354	 65.5463
1200.1176	 65.6366
1200.5998	 65.7322
1201.0819	 65.8111
1201.5641	 65.9100
1202.0463	 66.0187
1202.5284	 66.1004
1203.0106	 66.1857
1203.4928	 66.2889
1203.9749	 66.3890
1204.4571	 66.4952
1204.9393	 66.6152
1205.4214	 66.7153
1205.9036	 66.8026
1206.3858	 66.9136
1206.8680	 67.0210
1207.3501	 67.0933
1207.8323	 67.1637
1208.3145	 67.2565
1208.7966	 67.3542
1209.2788	 67.4559
1209.7610	 67.5595
1210.2431	 67.6456
1210.7253	 67.7342
1211.2075	 67.8302
1211.6896	 67.9187
1212.1718	 68.0067
1212.6540	 68.0974
1213.1361	 68.1905
1213.6183	 68.2791
1214.1005	 68.3524
1214.5827	 68.4354
1215.0648	 68.5406
1215.5470	 68.6368
1216.0292	 68.7293
1216.5113	 68.8332
1216.9935	 68.9151
1217.4757	 68.9795
1217.9578	 69.0620
1218.4400	 69.1437
1218.9222	 69.2386
1219.4043	 69.3511
1219.8865	 69.4282
1220.3687	 69.4833
1220.8508	 69.5519
1221.3330	 69.6361
1221.8152	 69.7205
1222.2973	 69.7931
1222.7795	 69.8837
1223.2617	 69.9851
1223.7439	 70.0738
1224.2260	 70.1530
1224.7082	 70.2240
1225.1904	 70.3087
1225.6725	 70.3873
1226.1547	 70.4355
1226.6369	 70.4943
1227.1190	 70.5861
1227.6012	 70.6868
1228.0834	 70.7788
1228.5655	 70.8647
1229.0477	 70.9518
1229.5299	 71.0473
1230.0120	 71.1370
1230.4942	 71.1888
1230.9764	 71.2327
1231.4586	 71.3067
1231.9407	 71.3957
1232.4229	 71.4893
1232.9051	 71.5740
1233.3872	 71.6519
1233.8694	 71.7267
1234.3516	 71.8053
1234.8337	 71.8873
1235.3159	 71.9456
1235.7981	 72.0070
1236.2802	 72.0940
1236.7624	 72.1656
1237.2446	 72.2209
1237.7267	 72.2791
1238.2089	 72.3574
1238.6911	 72.4642
1239.1732	 72.5562
1239.6554	 72.6226
1240.1376	 72.6769
1240.6198	 72.7440
1241.1019	 72.8284
1241.5841	 72.8891
1242.0663	 72.9470
1242.5484	 73.0250
1243.0306	 73.1058
1243.5128	 73.1791
1243.9949	 73.2487
1244.4771	 73.3368
1244.9593	 73.4181
1245.4414	 73.4704
1245.9236	 73.5344
1246.4058	 73.6087
1246.8879	 73.6684
1247.3701	 73.7392
1247.8523	 73.8289
1248.3345	 73.8918
1248.8166	 73.9414
1249.2988	 74.0118
1249.7810	 74.0837
1250.2631	 74.1702
1250.7453	 74.2553
1251.2275	 74.3069
1251.7096	 74.3479
1252.1918	 74.4098
1252.6740	 74.4854
1253.1561	 74.5550
1253.6383	 74.6196
1254.1205	 74.6703
1254.6026	 74.7128
1255.0848	 74.7628
1255.5670	 74.8320
1256.0491	 74.8885
1256.5313	 74.9202
1257.0135	 74.9883
1257.4957	 75.0617
1257.9778	 75.0959
1258.4600	 75.1230
1258.9422	 75.1753
1259.4243	 75.2552
1259.9065	 75.3493
1260.3887	 75.4271
1260.8708	 75.4526
1261.3530	 75.4753
1261.8352	 75.5423
1262.3173	 75.6316
1262.7995	 75.7073
1263.2817	 75.7763
1263.7638	 75.8615
1264.2460	 75.9452
1264.7282	 76.0167
1265.2104	 76.0769
1265.6925	 76.1328
1266.1747	 76.2206
1266.6569	 76.3282
1267.1390	 76.4027
1267.6212	 76.4589
1268.1034	 76.5316
1268.5855	 76.6094
1269.0677	 76.6660
1269.5499	 76.7204
1270.0320	 76.7949
1270.5142	 76.8593
1270.9964	 76.9093
1271.4785	 76.9594
1271.9607	 77.0037
1272.4429	 77.0598
1272.9250	 77.1152
1273.4072	 77.1645
1273.8894	 77.2280
1274.3716	 77.2922
1274.8537	 77.3546
1275.3359	 77.4118
1275.8181	 77.4618
1276.3002	 77.5154
1276.7824	 77.5698
1277.2646	 77.6273
1277.7467	 77.6896
1278.2289	 77.7547
1278.7111	 77.8199
1279.1932	 77.8635
1279.6754	 77.8953
1280.1576	 77.9486
1280.6397	 78.0180
1281.1219	 78.0855
1281.6041	 78.1461
1282.0863	 78.1985
1282.5684	 78.2447
1283.0506	 78.2943
1283.5328	 78.3432
1284.0149	 78.3920
1284.4971	 78.4392
1284.9793	 78.4737
1285.4614	 78.5178
1285.9436	 78.5700
1286.4258	 78.6077
1286.9079	 78.6495
1287.3901	 78.7152
1287.8723	 78.7898
1288.3544	 78.8459
1288.8366	 78.8853
1289.3188	 78.9406
1289.8009	 79.0041
1290.2831	 79.0393
1290.7653	 79.0762
1291.2475	 79.1384
1291.7296	 79.1929
1292.2118	 79.2425
1292.6940	 79.3001
1293.1761	 79.3455
1293.6583	 79.3842
1294.1405	 79.4272
1294.6226	 79.4625
1295.1048	 79.4989
1295.5870	 79.5455
1296.0691	 79.6012
1296.5513	 79.6532
1297.0335	 79.6880
1297.5156	 79.7310
1297.9978	 79.7783
1298.4800	 79.8202
1298.9622	 79.8719
1299.4443	 79.9149
1299.9265	 79.9404
1300.4087	 79.9679
1300.8908	 80.0155
1301.3730	 80.0771
1301.8552	 80.1231
1302.3373	 80.1627
1302.8195	 80.2132
1303.3017	 80.2621
1303.7838	 80.3036
1304.2660	 80.3309
1304.7482	 80.3674
1305.2303	 80.4195
1305.7125	 80.4577
1306.1947	 80.4924
1306.6768	 80.5463
1307.1590	 80.6027
1307.6412	 80.6423
1308.1234	 80.6854
1308.6055	 80.7279
1309.0877	 80.7459
1309.5699	 80.7657
1310.0520	 80.8173
1310.5342	 80.8702
1311.0164	 80.9136
1311.4985	 80.9620
1311.9807	 81.0054
1312.4629	 81.0443
1312.9450	 81.0726
1313.4272	 81.1135
1313.9094	 81.1665
1314.3915	 81.1961
1314.8737	 81.2228
1315.3559	 81.2575
1315.8381	 81.2803
1316.3202	 81.3080
1316.8024	 81.3624
1317.2846	 81.4064
1317.7667	 81.4280
1318.2489	 81.4604
1318.7311	 81.5155
1319.2132	 81.5495
1319.6954	 81.5495
1320.1776	 81.5686
1320.6597	 81.6103
1321.1419	 81.6494
1321.6241	 81.6598
1322.1062	 81.6639
1322.5884	 81.6914
1323.0706	 81.7154
1323.5527	 81.7372
1324.0349	 81.7691
1324.5171	 81.7944
1324.9993	 81.8190
1325.4814	 81.8545
1325.9636	 81.8903
1326.4458	 81.9282
1326.9279	 81.9714
1327.4101	 82.0291
1327.8923	 82.0872
1328.3744	 82.1216
1328.8566	 82.1678
1329.3388	 82.2400
1329.8209	 82.2989
1330.3031	 82.3385
1330.7853	 82.3764
1331.2674	 82.4094
1331.7496	 82.4440
1332.2318	 82.4923
1332.7140	 82.5363
1333.1961	 82.5616
1333.6783	 82.6004
1334.1605	 82.6476
1334.6426	 82.6718
1335.1248	 82.6872
1335.6070	 82.7062
1336.0891	 82.7478
1336.5713	 82.8262
1337.0535	 82.8624
1337.5356	 82.8516
1338.0178	 82.8771
1338.5000	 82.9368
1338.9821	 82.9881
1339.4643	 83.0248
1339.9465	 83.0863
1340.4286	 83.1501
1340.9108	 83.1169
1341.3930	 83.0715
1341.8752	 83.0811
1342.3573	 83.1026
1342.8395	 83.1407
1343.3217	 83.1919
1343.8038	 83.2267
1344.2860	 83.2578
1344.7682	 83.2780
1345.2503	 83.2968
1345.7325	 83.3238
1346.2147	 83.3537
1346.6968	 83.3783
1347.1790	 83.3929
1347.6612	 83.4148
1348.1433	 83.4413
1348.6255	 83.4701
1349.1077	 83.5113
1349.5899	 83.5485
1350.0720	 83.5597
1350.5542	 83.5745
1351.0364	 83.6059
1351.5185	 83.6331
1352.0007	 83.6572
1352.4829	 83.6754
1352.9650	 83.6966
1353.4472	 83.7195
1353.9294	 83.7441
1354.4115	 83.7944
1354.8937	 83.8360
1355.3759	 83.8522
1355.8580	 83.8708
1356.3402	 83.8809
1356.8224	 83.8959
1357.3046	 83.9244
1357.7867	 83.9513
1358.2689	 83.9704
1358.7511	 83.9920
1359.2332	 84.0210
1359.7154	 84.0377
1360.1976	 84.0511
1360.6797	 84.1125
1361.1619	 84.2029
1361.6441	 84.1839
1362.1262	 84.1445
1362.6084	 84.2182
1363.0906	 84.3768
1363.5727	 84.3582
1364.0549	 84.2604
1364.5371	 84.2271
1365.0192	 84.2396
1365.5014	 84.2809
1365.9836	 84.3112
1366.4658	 84.3242
1366.9479	 84.3449
1367.4301	 84.3623
1367.9123	 84.3858
1368.3944	 84.4349
1368.8766	 84.4652
1369.3588	 84.4583
1369.8409	 84.4591
1370.3231	 84.4760
1370.8053	 84.4816
1371.2874	 84.4792
1371.7696	 84.5097
1372.2518	 84.5537
1372.7339	 84.5628
1373.2161	 84.6011
1373.6983	 84.7160
1374.1805	 84.6999
1374.6626	 84.6588
1375.1448	 84.7035
1375.6270	 84.6936
1376.1091	 84.6657
1376.5913	 84.6720
1377.0735	 84.6911
1377.5556	 84.7392
1378.0378	 84.7986
1378.5200	 84.8160
1379.0021	 84.8242
1379.4843	 84.8426
1379.9665	 84.8605
1380.4486	 84.8870
1380.9308	 84.9107
1381.4130	 84.9218
1381.8951	 84.9352
1382.3773	 84.9564
1382.8595	 84.9587
1383.3417	 84.9631
1383.8238	 84.9916
1384.3060	 85.0138
1384.7882	 85.0485
1385.2703	 85.0929
1385.7525	 85.1103
1386.2347	 85.1498
1386.7168	 85.1944
1387.1990	 85.2700
1387.6812	 85.3710
1388.1633	 85.3085
1388.6455	 85.2532
1389.1277	 85.2476
1389.6098	 85.2606
1390.0920	 85.2963
1390.5742	 85.3219
1391.0564	 85.3252
1391.5385	 85.3297
1392.0207	 85.3540
1392.5029	 85.3682
1392.9850	 85.3677
1393.4672	 85.3722
1393.9494	 85.4340
1394.4315	 85.6175
1394.9137	 85.6012
1395.3959	 85.5411
1395.8780	 85.5907
1396.3602	 85.5734
1396.8424	 85.5375
1397.3245	 85.5887
1397.8067	 85.6412
1398.2889	 85.5865
1398.7710	 85.6032
1399.2532	 85.7570
1399.7354	 85.7149
1400.2176	 85.6381
1400.6997	 85.6418
1401.1819	 85.6607
1401.6641	 85.6683
1402.1462	 85.6875
1402.6284	 85.7034
1403.1106	 85.7074
1403.5927	 85.7170
1404.0749	 85.7183
1404.5571	 85.7785
1405.0392	 85.9119
1405.5214	 85.9009
1406.0036	 85.8565
1406.4857	 85.8384
1406.9679	 85.8138
1407.4501	 85.8261
1407.9323	 85.8625
1408.4144	 85.8856
1408.8966	 85.8864
1409.3788	 85.9017
1409.8609	 85.9429
1410.3431	 85.9414
1410.8253	 85.9284
1411.3074	 85.9730
1411.7896	 86.0194
1412.2718	 86.0139
1412.7539	 86.0080
1413.2361	 86.0223
1413.7183	 86.0397
1414.2004	 86.0536
1414.6826	 86.0584
1415.1648	 86.0641
1415.6469	 86.1023
1416.1291	 86.1497
1416.6113	 86.1499
1417.0935	 86.2010
1417.5756	 86.2728
1418.0578	 86.2231
1418.5400	 86.2007
1419.0221	 86.3793
1419.5043	 86.6676
1419.9865	 86.4472
1420.4686	 86.3010
1420.9508	 86.2739
1421.4330	 86.2834
1421.9151	 86.2978
1422.3973	 86.3175
1422.8795	 86.3281
1423.3616	 86.3812
1423.8438	 86.5168
1424.3260	 86.5350
1424.8082	 86.4394
1425.2903	 86.3893
1425.7725	 86.3884
1426.2547	 86.4071
1426.7368	 86.4311
1427.2190	 86.4325
1427.7012	 86.4332
1428.1833	 86.4732
1428.6655	 86.5005
1429.1477	 86.4978
1429.6298	 86.5803
1430.1120	 86.6769
1430.5942	 86.6033
1431.0763	 86.5346
1431.5585	 86.5372
1432.0407	 86.5775
1432.5228	 86.6087
1433.0050	 86.6368
1433.4872	 86.6436
1433.9694	 86.6254
1434.4515	 86.6140
1434.9337	 86.6092
1435.4159	 86.6451
1435.8980	 86.6979
1436.3802	 86.8658
1436.8624	 87.2299
1437.3445	 86.9538
1437.8267	 86.7610
1438.3089	 86.7239
1438.7910	 86.7526
1439.2732	 86.7653
1439.7554	 86.7613
1440.2375	 86.7589
1440.7197	 86.7669
1441.2019	 86.7846
1441.6841	 86.8047
1442.1662	 86.8233
1442.6484	 86.8355
1443.1306	 86.8427
1443.6127	 86.8442
1444.0949	 86.8510
1444.5771	 86.8715
1445.0592	 86.8877
1445.5414	 86.8842
1446.0236	 86.8779
1446.5057	 86.9046
1446.9879	 86.9336
1447.4701	 86.9909
1447.9522	 87.1309
1448.4344	 87.0950
1448.9166	 86.9933
1449.3987	 86.9597
1449.8809	 86.9665
1450.3631	 86.9805
1450.8453	 86.9845
1451.3274	 86.9884
1451.8096	 87.0380
1452.2918	 87.0778
1452.7739	 87.0515
1453.2561	 87.0311
1453.7383	 87.0304
1454.2204	 87.0457
1454.7026	 87.0860
1455.1848	 87.1717
1455.6669	 87.2045
1456.1491	 87.1838
1456.6313	 87.5067
1457.1134	 87.6534
1457.5956	 87.3584
1458.0778	 87.3103
1458.5600	 87.3633
1459.0421	 87.3410
1459.5243	 87.2907
1460.0065	 87.2004
1460.4886	 87.1588
1460.9708	 87.1617
1461.4530	 87.1577
1461.9351	 87.1551
