#WAVENUMBER	 TRANSMITTANCE
#cm^(-1)	 %
#DECIMALSYMBOL	 .
1462.4173	 87.1693
1462.8995	 87.1863
1463.3816	 87.1869
1463.8638	 87.1918
1464.3460	 87.2479
1464.8281	 87.4710
1465.3103	 87.4667
1465.7925	 87.3264
1466.2746	 87.2762
1466.7568	 87.2620
1467.2390	 87.2661
1467.7212	 87.2798
1468.2033	 87.2914
1468.6855	 87.3104
1469.1677	 87.3281
1469.6498	 87.3415
1470.1320	 87.3540
1470.6142	 87.3781
1471.0963	 87.4282
1471.5785	 87.5539
1472.0607	 87.7936
1472.5428	 87.7158
1473.0250	 87.6611
1473.5072	 87.8214
1473.9893	 87.7426
1474.4715	 87.6033
1474.9537	 87.5733
1475.4359	 87.5670
1475.9180	 87.6782
1476.4002	 87.8947
1476.8824	 87.7660
1477.3645	 87.6553
1477.8467	 87.6559
1478.3289	 87.6624
1478.8110	 87.6663
1479.2932	 87.6769
1479.7754	 87.6662
1480.2575	 87.6550
1480.7397	 87.6920
1481.2219	 87.7845
1481.7040	 87.8113
1482.1862	 87.7818
1482.6684	 87.7750
1483.1505	 87.7789
1483.6327	 87.7904
1484.1149	 87.8045
1484.5971	 87.8157
1485.0792	 87.8264
1485.5614	 87.8408
1486.0436	 87.8707
1486.5257	 87.8938
1487.0079	 87.9598
1487.4901	 88.0563
1487.9722	 87.9781
1488.4544	 87.9145
1488.9366	 87.9694
1489.4187	 88.1222
1489.9009	 88.2019
1490.3831	 88.1808
1490.8652	 88.2130
1491.3474	 88.1184
1491.8296	 87.9975
1492.3118	 87.9701
1492.7939	 87.9836
1493.2761	 88.0031
1493.7583	 88.0184
1494.2404	 88.0243
1494.7226	 88.0250
1495.2048	 88.0374
1495.6869	 88.1102
1496.1691	 88.4083
1496.6513	 88.4172
1497.1334	 88.2147
1497.6156	 88.1175
1498.0978	 88.1002
1498.5799	 88.2486
1499.0621	 88.3744
1499.5443	 88.2255
1500.0264	 88.1368
1500.5086	 88.1096
1500.9908	 88.1063
1501.4730	 88.1550
1501.9551	 88.1992
1502.4373	 88.1696
1502.9195	 88.1397
1503.4016	 88.1489
1503.8838	 88.1668
1504.3660	 88.1877
1504.8481	 88.2351
1505.3303	 88.4713
1505.8125	 88.7927
1506.2946	 88.6674
1506.7768	 88.8158
1507.2590	 88.9639
1507.7411	 88.6183
1508.2233	 88.4933
1508.7055	 88.4372
1509.1877	 88.3655
1509.6698	 88.3900
1510.1520	 88.3583
1510.6342	 88.2946
1511.1163	 88.2823
1511.5985	 88.2776
1512.0807	 88.3868
1512.5628	 88.4486
1513.0450	 88.3160
1513.5272	 88.2584
1514.0093	 88.2653
1514.4915	 88.2995
1514.9737	 88.3989
1515.4558	 88.3814
1515.9380	 88.3418
1516.4202	 88.4359
1516.9023	 88.5426
1517.3845	 88.6477
1517.8667	 88.5648
1518.3489	 88.3900
1518.8310	 88.3195
1519.3132	 88.3076
1519.7954	 88.3715
1520.2775	 88.5132
1520.7597	 88.5533
1521.2419	 88.7230
1521.7240	 88.6359
1522.2062	 88.5204
1522.6884	 88.5937
1523.1705	 88.5113
1523.6527	 88.3765
1524.1349	 88.3506
1524.6170	 88.3947
1525.0992	 88.5130
1525.5814	 88.6369
1526.0636	 88.4908
1526.5457	 88.3649
1527.0279	 88.4340
1527.5101	 88.5129
1527.9922	 88.4139
1528.4744	 88.4104
1528.9566	 88.4181
1529.4387	 88.3504
1529.9209	 88.3216
1530.4031	 88.3210
1530.8852	 88.3383
1531.3674	 88.4066
1531.8496	 88.4449
1532.3317	 88.3805
1532.8139	 88.3746
1533.2961	 88.5575
1533.7783	 88.7462
1534.2604	 88.5742
1534.7426	 88.3943
1535.2248	 88.3504
1535.7069	 88.3491
1536.1891	 88.3167
1536.6713	 88.2995
1537.1534	 88.2958
1537.6356	 88.3021
1538.1178	 88.3502
1538.5999	 88.4952
1539.0821	 88.8621
1539.5643	 88.8176
1540.0464	 88.8095
1540.5286	 88.7699
1541.0108	 88.5108
1541.4929	 88.3878
1541.9751	 88.6670
1542.4573	 88.7021
1542.9395	 88.5015
1543.4216	 88.4799
1543.9038	 88.4537
1544.3860	 88.4073
1544.8681	 88.5476
1545.3503	 88.6979
1545.8325	 88.5023
1546.3146	 88.3585
1546.7968	 88.3241
1547.2790	 88.3091
1547.7611	 88.2866
1548.2433	 88.2854
1548.7255	 88.3048
1549.2076	 88.3498
1549.6898	 88.4690
1550.1720	 88.5685
1550.6542	 88.4674
1551.1363	 88.3638
1551.6185	 88.3507
1552.1007	 88.3588
1552.5828	 88.3457
1553.0650	 88.3358
1553.5472	 88.3420
1554.0293	 88.5035
1554.5115	 88.7579
1554.9937	 88.5843
1555.4758	 88.4431
1555.9580	 88.3967
1556.4402	 88.3804
1556.9223	 88.3805
1557.4045	 88.5673
1557.8867	 88.9285
1558.3688	 89.0399
1558.8510	 88.8972
1559.3332	 88.7385
1559.8154	 89.0058
1560.2975	 89.1425
1560.7797	 88.6754
1561.2619	 88.4610
1561.7440	 88.3732
1562.2262	 88.3502
1562.7084	 88.3427
1563.1905	 88.3310
1563.6727	 88.3192
1564.1549	 88.3153
1564.6370	 88.4003
1565.1192	 88.4635
1565.6014	 88.3729
1566.0835	 88.3037
1566.5657	 88.2805
1567.0479	 88.2766
1567.5301	 88.2803
1568.0122	 88.2842
1568.4944	 88.3291
1568.9766	 88.4283
1569.4587	 88.5755
1569.9409	 88.6246
1570.4231	 88.4384
1570.9052	 88.3099
1571.3874	 88.2672
1571.8696	 88.2437
1572.3517	 88.2275
1572.8339	 88.2186
1573.3161	 88.2109
1573.7982	 88.2124
1574.2804	 88.2068
1574.7626	 88.1954
1575.2447	 88.1981
1575.7269	 88.3095
1576.2091	 88.7749
1576.6913	 88.5703
1577.1734	 88.3342
1577.6556	 88.2327
1578.1378	 88.1734
1578.6199	 88.1320
1579.1021	 88.1146
1579.5843	 88.1086
1580.0664	 88.1089
1580.5486	 88.1046
1581.0308	 88.0947
1581.5129	 88.0884
1581.9951	 88.0928
1582.4773	 88.0900
1582.9594	 88.0700
1583.4416	 88.0583
1583.9238	 88.0580
1584.4060	 88.0581
1584.8881	 88.0496
1585.3703	 88.0376
1585.8525	 88.0320
1586.3346	 88.0252
1586.8168	 88.0290
1587.2990	 88.0304
1587.7811	 88.0055
1588.2633	 87.9757
1588.7455	 87.9614
1589.2276	 87.9599
1589.7098	 87.9556
1590.1920	 87.9454
1590.6741	 87.9416
1591.1563	 87.9340
1591.6385	 87.9116
1592.1206	 87.8805
1592.6028	 87.8627
1593.0850	 87.8654
1593.5672	 87.8538
1594.0493	 87.8520
1594.5315	 87.8686
1595.0137	 87.8404
1595.4958	 87.7986
1595.9780	 87.7808
1596.4602	 87.7603
1596.9423	 87.7316
1597.4245	 87.7123
1597.9067	 87.6851
1598.3888	 87.6551
1598.8710	 87.6430
1599.3532	 87.6192
1599.8353	 87.5770
1600.3175	 87.5416
1600.7997	 87.5289
1601.2819	 87.5319
1601.7640	 87.5150
1602.2462	 87.4730
1602.7284	 87.4485
1603.2105	 87.4475
1603.6927	 87.4172
1604.1749	 87.3754
1604.6570	 87.3400
1605.1392	 87.3077
1605.6214	 87.2860
1606.1035	 87.2531
1606.5857	 87.2236
1607.0679	 87.2255
1607.5500	 87.2043
1608.0322	 87.1422
1608.5144	 87.0870
1608.9965	 87.0766
1609.4787	 87.0816
1609.9609	 87.0168
1610.4431	 86.9459
1610.9252	 86.9072
1611.4074	 86.8671
1611.8896	 86.8346
1612.3717	 86.7989
1612.8539	 86.7592
1613.3361	 86.7261
1613.8182	 86.6752
1614.3004	 86.6260
1614.7826	 86.5966
1615.2647	 86.5754
1615.7469	 86.5390
1616.2291	 86.5551
1616.7112	 86.9548
1617.1934	 86.8197
1617.6756	 86.5218
1618.1578	 86.3704
1618.6399	 86.2864
1619.1221	 86.2241
1619.6043	 86.1932
1620.0864	 86.1700
1620.5686	 86.1384
1621.0508	 86.1201
1621.5329	 86.0949
1622.0151	 86.0663
1622.4973	 86.0730
1622.9794	 86.0971
1623.4616	 86.2578
1623.9438	 86.2422
1624.4259	 86.0379
1624.9081	 85.9298
1625.3903	 85.9032
1625.8724	 85.8914
1626.3546	 85.8763
1626.8368	 85.8304
1627.3190	 85.8307
1627.8011	 85.9882
1628.2833	 85.9733
1628.7655	 85.8566
1629.2476	 85.8220
1629.7298	 85.8148
1630.2120	 85.8071
1630.6941	 85.7912
1631.1763	 85.7701
1631.6585	 85.7649
1632.1406	 85.7652
1632.6228	 85.7551
1633.1050	 85.7442
1633.5871	 85.7276
1634.0693	 85.7112
1634.5515	 85.7386
1635.0337	 85.9254
1635.5158	 86.3970
1635.9980	 86.2276
1636.4802	 85.9613
1636.9623	 85.8522
1637.4445	 85.9542
1637.9267	 85.9683
1638.4088	 85.8665
1638.8910	 85.8487
1639.3732	 85.8531
1639.8553	 85.8541
1640.3375	 85.8881
1640.8197	 85.9082
1641.3018	 85.9052
1641.7840	 85.9219
1642.2662	 85.9618
1642.7483	 85.9850
1643.2305	 86.0063
1643.7127	 86.0446
1644.1949	 86.0864
1644.6770	 86.1134
1645.1592	 86.1035
1645.6414	 86.2750
1646.1235	 86.7035
1646.6057	 86.5017
1647.0879	 86.3958
1647.5700	 86.5017
1648.0522	 86.5770
1648.5344	 86.5778
1649.0165	 86.4935
1649.4987	 86.4663
1649.9809	 86.5048
1650.4630	 86.5279
1650.9452	 86.5429
1651.4274	 86.5478
1651.9096	 86.6157
1652.3917	 87.0763
1652.8739	 87.8373
1653.3561	 87.4598
1653.8382	 87.2153
1654.3204	 87.2164
1654.8026	 87.1655
1655.2847	 86.9898
1655.7669	 86.9159
1656.2491	 86.9278
1656.7312	 86.9575
1657.2134	 86.9855
1657.6956	 87.0093
1658.1777	 87.0371
1658.6599	 87.0669
1659.1421	 87.0906
1659.6242	 87.1125
1660.1064	 87.1395
1660.5886	 87.1716
1661.0708	 87.2305
1661.5529	 87.2875
1662.0351	 87.2811
1662.5173	 87.4048
1662.9994	 87.6400
1663.4816	 87.5083
1663.9638	 87.4021
1664.4459	 87.4051
1664.9281	 87.4337
1665.4103	 87.4568
1665.8924	 87.4845
1666.3746	 87.5151
1666.8568	 87.5457
1667.3389	 87.5718
1667.8211	 87.6340
1668.3033	 87.6933
1668.7855	 87.6952
1669.2676	 87.9448
1669.7498	 88.0053
1670.2320	 87.8192
1670.7141	 87.7397
1671.1963	 87.8305
1671.6785	 87.9695
1672.1606	 87.8849
1672.6428	 87.8056
1673.1250	 87.7914
1673.6071	 87.7976
1674.0893	 87.8066
1674.5715	 87.8209
1675.0536	 88.0770
1675.5358	 88.3895
1676.0180	 88.1073
1676.5001	 87.9496
1676.9823	 87.9211
1677.4645	 87.9344
1677.9467	 87.9414
1678.4288	 87.9348
1678.9110	 87.9326
1679.3932	 87.9555
1679.8753	 88.0335
1680.3575	 88.1114
1680.8397	 88.0858
1681.3218	 88.0398
1681.8040	 88.0277
1682.2862	 88.0137
1682.7683	 88.0585
1683.2505	 88.2804
1683.7327	 88.4262
1684.2148	 88.4749
1684.6970	 88.7731
1685.1792	 88.5719
1685.6614	 88.2430
1686.1435	 88.0807
1686.6257	 88.0351
1687.1079	 88.0092
1687.5900	 87.9986
1688.0722	 88.0652
1688.5544	 88.1059
1689.0365	 88.0135
1689.5187	 87.9643
1690.0009	 88.0455
1690.4830	 88.0757
1690.9652	 88.0050
1691.4474	 87.9457
1691.9295	 87.9087
1692.4117	 87.8977
1692.8939	 87.9037
1693.3760	 87.9152
1693.8582	 87.9285
1694.3404	 87.9359
1694.8226	 87.9431
1695.3047	 88.0408
1695.7869	 88.5981
1696.2691	 88.3764
1696.7512	 88.0825
1697.2334	 87.9798
1697.7156	 87.9712
1698.1977	 87.9147
1698.6799	 87.8627
1699.1621	 87.8656
1699.6442	 88.0189
1700.1264	 88.8131
1700.6086	 88.9910
1701.0907	 88.3180
1701.5729	 87.9637
1702.0551	 87.7941
1702.5373	 87.7560
1703.0194	 87.7599
1703.5016	 87.7268
1703.9838	 87.7389
1704.4659	 87.8720
1704.9481	 87.8150
1705.4303	 87.6919
1705.9124	 87.7322
1706.3946	 87.9166
1706.8768	 87.8626
1707.3589	 87.7317
1707.8411	 87.6496
1708.3233	 87.6083
1708.8054	 87.6116
1709.2876	 87.6252
1709.7698	 87.6664
1710.2520	 87.7222
1710.7341	 87.6854
1711.2163	 87.6368
1711.6985	 87.6273
1712.1806	 87.6320
1712.6628	 87.6480
1713.1450	 87.6350
1713.6271	 87.6673
1714.1093	 87.7655
1714.5915	 87.7853
1715.0736	 87.9067
1715.5558	 87.9553
1716.0380	 87.8266
1716.5201	 87.7514
1717.0023	 87.8430
1717.4845	 88.2236
1717.9666	 88.1578
1718.4488	 88.1563
1718.9310	 88.1668
1719.4132	 87.9508
1719.8953	 87.8409
1720.3775	 87.8278
1720.8597	 87.8255
1721.3418	 87.8422
1721.8240	 87.8574
1722.3062	 87.8568
1722.7883	 87.8780
1723.2705	 87.9563
1723.7527	 87.9982
1724.2348	 87.9609
1724.7170	 87.9373
1725.1992	 87.9333
1725.6813	 87.9492
1726.1635	 87.9854
1726.6457	 88.0118
1727.1279	 88.0210
1727.6100	 88.0213
1728.0922	 88.0230
1728.5744	 88.0390
1729.0565	 88.0451
1729.5387	 88.1043
1730.0209	 88.2768
1730.5030	 88.2700
1730.9852	 88.1676
1731.4674	 88.1383
1731.9495	 88.1762
1732.4317	 88.1859
1732.9139	 88.2172
1733.3960	 88.4751
1733.8782	 88.5319
1734.3604	 88.5748
1734.8425	 88.6633
1735.3247	 88.4314
1735.8069	 88.2930
1736.2891	 88.2548
1736.7712	 88.2494
1737.2534	 88.2713
1737.7356	 88.3057
1738.2177	 88.3204
1738.6999	 88.3124
1739.1821	 88.3254
1739.6642	 88.5301
1740.1464	 88.6026
1740.6286	 88.4374
1741.1107	 88.3742
1741.5929	 88.3646
1742.0751	 88.3509
1742.5572	 88.3829
1743.0394	 88.5156
1743.5216	 88.5926
1744.0038	 88.5357
1744.4859	 88.5139
1744.9681	 88.5082
1745.4503	 88.5037
1745.9324	 88.5327
1746.4146	 88.5551
1746.8968	 88.6131
1747.3789	 88.6686
1747.8611	 88.6629
1748.3433	 88.7538
1748.8254	 88.8860
1749.3076	 88.8519
1749.7898	 88.7734
1750.2719	 88.7027
1750.7541	 88.7464
1751.2363	 89.0973
1751.7184	 89.0687
1752.2006	 88.8761
1752.6828	 88.8254
1753.1650	 88.8301
1753.6471	 88.8229
1754.1293	 88.8340
1754.6115	 88.8574
1755.0936	 88.8802
1755.5758	 88.8793
1756.0580	 88.8686
1756.5401	 88.9803
1757.0223	 89.1161
1757.5045	 89.0314
1757.9866	 88.9640
1758.4688	 88.9612
1758.9510	 88.9589
1759.4331	 88.9624
1759.9153	 88.9750
1760.3975	 88.9850
1760.8797	 88.9892
1761.3618	 89.0669
1761.8440	 89.2715
1762.3262	 89.1775
1762.8083	 89.0335
1763.2905	 89.0015
1763.7727	 88.9936
1764.2548	 88.9838
1764.7370	 88.9870
1765.2192	 88.9849
1765.7013	 88.9790
1766.1835	 88.9844
1766.6657	 88.9868
1767.1478	 88.9689
1767.6300	 89.0179
1768.1122	 89.2113
1768.5943	 89.1660
1769.0765	 89.0313
1769.5587	 89.0070
1770.0409	 89.0098
1770.5230	 89.0020
1771.0052	 89.1156
1771.4874	 89.2287
1771.9695	 89.1238
1772.4517	 89.2123
1772.9339	 89.3576
1773.4160	 89.1202
1773.8982	 88.9857
1774.3804	 88.9467
1774.8625	 88.9348
1775.3447	 88.9901
1775.8269	 89.0421
1776.3090	 88.9922
1776.7912	 88.9442
1777.2734	 88.9281
1777.7556	 88.9302
1778.2377	 88.9376
1778.7199	 88.9494
1779.2021	 88.9620
1779.6842	 88.9423
1780.1664	 88.9553
1780.6486	 89.0536
1781.1307	 89.0392
1781.6129	 88.9617
1782.0951	 88.9435
1782.5772	 88.9467
1783.0594	 88.9358
1783.5416	 88.9290
1784.0237	 88.9314
1784.5059	 88.9872
1784.9881	 89.0907
1785.4702	 89.0465
1785.9524	 88.9857
1786.4346	 89.0083
1786.9168	 89.0367
1787.3989	 89.0338
1787.8811	 89.0398
1788.3633	 89.0630
1788.8454	 89.0765
1789.3276	 89.0854
1789.8098	 89.0646
1790.2919	 89.0425
1790.7741	 89.1394
1791.2563	 89.2104
1791.7384	 89.1270
1792.2206	 89.1658
1792.7028	 89.3927
1793.1849	 89.2413
1793.6671	 89.0602
1794.1493	 88.9766
1794.6315	 88.9428
1795.1136	 88.9391
1795.5958	 88.9660
1796.0780	 89.0011
1796.5601	 88.9837
1797.0423	 88.9543
1797.5245	 88.9537
1798.0066	 88.9601
1798.4888	 88.9461
1798.9710	 88.9561
1799.4531	 89.0757
1799.9353	 89.1115
1800.4175	 89.0137
1800.8996	 89.0052
1801.3818	 89.0504
1801.8640	 89.0393
1802.3461	 89.0600
1802.8283	 89.0598
1803.3105	 89.0032
1803.7927	 88.9863
1804.2748	 88.9951
1804.7570	 88.9974
1805.2392	 89.0043
1805.7213	 89.0145
1806.2035	 89.0319
1806.6857	 89.0422
1807.1678	 89.0622
1807.6500	 89.1078
1808.1322	 89.1071
1808.6143	 89.0846
1809.0965	 89.0923
1809.5787	 89.0907
1810.0608	 89.1070
1810.5430	 89.2075
1811.0252	 89.2277
1811.5074	 89.1682
1811.9895	 89.1862
1812.4717	 89.2110
1812.9539	 89.1881
1813.4360	 89.1918
1813.9182	 89.2055
1814.4004	 89.2067
1814.8825	 89.2091
1815.3647	 89.2096
1815.8469	 89.2255
1816.3290	 89.2425
1816.8112	 89.2422
1817.2934	 89.2609
1817.7755	 89.2815
1818.2577	 89.2679
1818.7399	 89.2491
1819.2220	 89.2536
1819.7042	 89.2675
1820.1864	 89.2701
1820.6686	 89.2754
1821.1507	 89.2814
1821.6329	 89.2735
1822.1151	 89.2754
1822.5972	 89.2999
1823.0794	 89.2958
1823.5616	 89.2789
1824.0437	 89.2733
1824.5259	 89.2728
1825.0081	 89.4130
1825.4902	 89.5049
1825.9724	 89.3592
1826.4546	 89.2804
1826.9367	 89.2780
1827.4189	 89.2962
1827.9011	 89.3067
1828.3833	 89.2921
1828.8654	 89.3142
1829.3476	 89.3354
1829.8298	 89.4141
1830.3119	 89.5165
1830.7941	 89.4074
1831.2763	 89.3200
1831.7584	 89.3037
1832.2406	 89.2917
1832.7228	 89.2892
1833.2049	 89.3032
1833.6871	 89.3049
1834.1693	 89.2961
1834.6514	 89.3009
1835.1336	 89.3068
1835.6158	 89.3110
1836.0979	 89.3026
1836.5801	 89.2918
1837.0623	 89.3199
1837.5445	 89.3351
1838.0266	 89.3039
1838.5088	 89.2828
1838.9910	 89.2859
1839.4731	 89.2925
1839.9553	 89.2862
1840.4375	 89.2792
1840.9196	 89.2742
1841.4018	 89.2723
1841.8840	 89.3081
1842.3661	 89.3312
1842.8483	 89.2995
1843.3305	 89.2576
1843.8126	 89.3241
1844.2948	 89.6115
1844.7770	 89.5198
1845.2592	 89.3658
1845.7413	 89.3162
1846.2235	 89.2904
1846.7057	 89.2680
1847.1878	 89.2846
1847.6700	 89.3498
1848.1522	 89.3577
1848.6343	 89.3075
1849.1165	 89.2902
1849.5987	 89.2952
1850.0808	 89.2914
1850.5630	 89.2869
1851.0452	 89.2857
1851.5273	 89.2721
1852.0095	 89.2675
1852.4917	 89.2764
1852.9738	 89.2724
1853.4560	 89.2611
1853.9382	 89.2562
1854.4204	 89.2573
1854.9025	 89.2633
1855.3847	 89.2764
1855.8669	 89.2743
1856.3490	 89.2517
1856.8312	 89.2385
1857.3134	 89.2403
1857.7955	 89.2419
1858.2777	 89.2478
1858.7599	 89.2574
1859.2420	 89.2494
1859.7242	 89.2361
1860.2064	 89.2430
1860.6885	 89.2572
1861.1707	 89.2622
1861.6529	 89.2550
1862.1351	 89.2440
1862.6172	 89.2475
1863.0994	 89.2566
1863.5816	 89.2551
1864.0637	 89.2478
1864.5459	 89.2384
1865.0281	 89.2298
1865.5102	 89.2338
1865.9924	 89.2736
1866.4746	 89.3104
1866.9567	 89.2734
1867.4389	 89.2852
1867.9211	 89.3682
1868.4032	 89.3074
1868.8854	 89.2975
1869.3676	 89.4592
1869.8497	 89.3918
1870.3319	 89.2836
1870.8141	 89.2768
1871.2963	 89.2597
1871.7784	 89.2310
1872.2606	 89.2280
1872.7428	 89.2335
1873.2249	 89.2350
1873.7071	 89.2319
1874.1893	 89.2297
1874.6714	 89.2345
1875.1536	 89.2304
1875.6358	 89.2195
1876.1179	 89.2244
1876.6001	 89.2307
1877.0823	 89.2347
1877.5644	 89.2390
1878.0466	 89.2399
1878.5288	 89.2472
1879.0110	 89.2523
1879.4931	 89.2420
1879.9753	 89.2227
1880.4575	 89.2148
1880.9396	 89.2231
1881.4218	 89.2292
1881.9040	 89.2185
1882.3861	 89.2020
1882.8683	 89.1972
1883.3505	 89.2012
1883.8326	 89.2091
1884.3148	 89.2177
1884.7970	 89.2184
1885.2791	 89.2209
1885.7613	 89.2279
1886.2435	 89.2185
1886.7257	 89.2097
1887.2078	 89.2289
1887.6900	 89.2392
1888.1722	 89.2168
1888.6543	 89.1866
1889.1365	 89.2351
1889.6187	 89.3648
1890.1008	 89.3172
1890.5830	 89.2176
1891.0652	 89.1965
1891.5473	 89.1966
1892.0295	 89.2008
1892.5117	 89.2124
1892.9938	 89.2014
1893.4760	 89.1832
1893.9582	 89.1923
1894.4403	 89.2030
1894.9225	 89.2404
1895.4047	 89.2713
1895.8869	 89.2349
1896.3690	 89.1984
1896.8512	 89.1883
1897.3334	 89.1890
1897.8155	 89.1814
1898.2977	 89.1768
1898.7799	 89.1811
1899.2620	 89.1912
1899.7442	 89.1968
1900.2264	 89.1827
1900.7085	 89.1749
1901.1907	 89.1805
1901.6729	 89.1744
1902.1550	 89.1690
1902.6372	 89.1875
1903.1194	 89.1852
1903.6016	 89.1641
1904.0837	 89.1747
1904.5659	 89.1914
1905.0481	 89.1827
1905.5302	 89.1746
1906.0124	 89.1843
1906.4946	 89.1863
1906.9767	 89.1718
1907.4589	 89.1682
1907.9411	 89.1890
1908.4232	 89.1985
1908.9054	 89.1805
1909.3876	 89.1779
1909.8697	 89.2024
1910.3519	 89.1967
1910.8341	 89.1741
1911.3162	 89.1627
1911.7984	 89.1397
1912.2806	 89.1424
1912.7628	 89.1768
1913.2449	 89.1835
1913.7271	 89.1744
1914.2093	 89.1749
1914.6914	 89.1697
1915.1736	 89.1657
1915.6558	 89.1748
1916.1379	 89.1812
1916.6201	 89.1690
1917.1023	 89.1353
1917.5844	 89.1712
1918.0666	 89.3004
1918.5488	 89.2491
1919.0309	 89.1544
1919.5131	 89.1480
1919.9953	 89.1542
1920.4775	 89.1432
1920.9596	 89.1387
1921.4418	 89.1417
1921.9240	 89.1636
1922.4061	 89.1854
1922.8883	 89.2047
1923.3705	 89.2108
1923.8526	 89.1682
1924.3348	 89.1407
1924.8170	 89.1372
1925.2991	 89.1327
1925.7813	 89.1356
1926.2635	 89.1372
1926.7456	 89.1380
1927.2278	 89.1400
1927.7100	 89.1377
1928.1921	 89.1302
1928.6743	 89.1254
1929.1565	 89.1185
1929.6387	 89.1068
1930.1208	 89.1133
1930.6030	 89.1282
1931.0852	 89.1349
1931.5673	 89.1390
1932.0495	 89.1244
1932.5317	 89.1041
1933.0138	 89.1089
1933.4960	 89.1224
1933.9782	 89.1165
1934.4603	 89.1054
1934.9425	 89.1008
1935.4247	 89.1050
1935.9068	 89.1258
1936.3890	 89.1367
1936.8712	 89.1279
1937.3534	 89.1216
1937.8355	 89.1239
1938.3177	 89.1281
1938.7999	 89.1338
1939.2820	 89.1335
1939.7642	 89.1310
1940.2464	 89.1305
1940.7285	 89.1123
1941.2107	 89.0968
1941.6929	 89.0872
1942.1750	 89.1266
1942.6572	 89.2161
1943.1394	 89.1782
1943.6215	 89.1060
1944.1037	 89.0789
1944.5859	 89.0775
1945.0680	 89.1076
1945.5502	 89.1221
1946.0324	 89.1108
1946.5146	 89.1131
1946.9967	 89.0938
1947.4789	 89.0627
1947.9611	 89.0683
1948.4432	 89.0753
1948.9254	 89.0694
1949.4076	 89.0802
1949.8897	 89.0984
1950.3719	 89.0994
1950.8541	 89.0878
1951.3362	 89.0815
1951.8184	 89.0772
1952.3006	 89.0808
1952.7827	 89.0859
1953.2649	 89.0675
1953.7471	 89.0533
1954.2293	 89.0684
1954.7114	 89.1013
1955.1936	 89.1214
1955.6758	 89.1009
1956.1579	 89.0699
1956.6401	 89.0621
1957.1223	 89.0789
1957.6044	 89.0888
1958.0866	 89.0766
1958.5688	 89.0620
1959.0509	 89.0592
1959.5331	 89.0704
1960.0153	 89.0664
1960.4974	 89.0538
1960.9796	 89.0634
1961.4618	 89.0681
1961.9439	 89.0581
1962.4261	 89.0535
1962.9083	 89.0465
1963.3905	 89.0478
1963.8726	 89.0596
1964.3548	 89.0521
1964.8370	 89.0353
1965.3191	 89.0325
1965.8013	 89.0522
1966.2835	 89.0669
1966.7656	 89.0578
1967.2478	 89.0786
1967.7300	 89.0917
1968.2121	 89.0573
1968.6943	 89.0361
1969.1765	 89.0405
1969.6586	 89.0590
1970.1408	 89.0675
1970.6230	 89.0494
1971.1052	 89.0421
1971.5873	 89.0496
1972.0695	 89.0503
1972.5517	 89.0495
1973.0338	 89.0434
1973.5160	 89.0361
1973.9982	 89.0368
1974.4803	 89.0426
1974.9625	 89.0482
1975.4447	 89.0440
1975.9268	 89.0247
1976.4090	 89.0117
1976.8912	 89.0153
1977.3733	 89.0261
1977.8555	 89.0305
1978.3377	 89.0220
1978.8198	 89.0138
1979.3020	 89.0111
1979.7842	 89.0182
1980.2664	 89.0285
1980.7485	 89.0257
1981.2307	 89.0161
1981.7129	 89.0117
1982.1950	 89.0117
1982.6772	 89.0128
1983.1594	 89.0082
1983.6415	 88.9999
1984.1237	 88.9976
1984.6059	 88.9958
1985.0880	 88.9958
1985.5702	 89.0076
1986.0524	 89.0117
1986.5345	 89.0012
1987.0167	 88.9977
1987.4989	 88.9960
1987.9811	 88.9989
1988.4632	 89.0163
1988.9454	 89.0209
1989.4276	 89.0068
1989.9097	 88.9947
1990.3919	 88.9881
1990.8741	 88.9689
1991.3562	 88.9834
1991.8384	 89.0559
1992.3206	 89.0635
1992.8027	 89.0243
1993.2849	 89.0122
1993.7671	 88.9982
1994.2492	 88.9845
1994.7314	 88.9897
1995.2136	 88.9915
1995.6957	 88.9782
1996.1779	 88.9724
1996.6601	 88.9695
1997.1423	 88.9636
1997.6244	 88.9684
1998.1066	 88.9714
1998.5888	 88.9751
1999.0709	 88.9807
1999.5531	 88.9765
2000.0353	 88.9779
2000.5174	 88.9738
2000.9996	 88.9650
2001.4818	 88.9657
2001.9639	 88.9656
2002.4461	 88.9616
2002.9283	 88.9486
2003.4104	 88.9413
2003.8926	 88.9394
2004.3748	 88.9472
2004.8570	 88.9562
2005.3391	 88.9379
2005.8213	 88.9269
2006.3035	 88.9389
2006.7856	 88.9433
2007.2678	 88.9422
2007.7500	 88.9505
2008.2321	 88.9536
2008.7143	 88.9441
2009.1965	 88.9365
2009.6786	 88.9305
2010.1608	 88.9304
2010.6430	 88.9413
2011.1251	 88.9436
2011.6073	 88.9376
2012.0895	 88.9366
2012.5716	 88.9383
2013.0538	 88.9350
2013.5360	 88.9299
2014.0182	 88.9338
2014.5003	 88.9388
2014.9825	 88.9293
2015.4647	 88.9158
2015.9468	 88.9169
2016.4290	 88.9435
2016.9112	 88.9730
2017.3933	 88.9561
2017.8755	 88.9335
2018.3577	 88.9333
2018.8398	 88.9281
2019.3220	 88.9189
2019.8042	 88.9066
2020.2863	 88.9002
2020.7685	 88.9125
2021.2507	 88.9124
2021.7329	 88.8953
2022.2150	 88.8932
